,house_price,house_region,n_bedrooms,has_condominium,value_condominium,has_garage,n_garage,house_size,house_hyperlink,house_category,n_bathrooms,zip_code,street_address,metro_distance,latitude,longitude,all_together
817,213500.0,Sul,2,Com condomínio,0.0,Com garagem,1,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/pronto-p-morar-de-2-quartos-na-samambaia-1091852966,Apartamentos,1,72309303.0,QR 321 Conjunto 3,3,-15.896158968539169, -48.11739441518057,QR 321- Samambaia Sul- Apartamentos
2190,168000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-qrts-com-melhores-preco-1103900296,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
2107,190000.0,Sul,3,Sem condomínio,0.0,Com garagem,5,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/venda-casa-aguas-lindas-de-goias-1117074204,Casas,2,72300533.0,Quadra 301 Conjunto 2,3,,,Quadra 301- Samambaia Sul- Casas
393,153800.0,Norte,2,Com condomínio,0.0,Sem garagem,0,43.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-otimos-precos-em-samambaia-1059722947,,,,,3,,,
2471,209000.0,Sul,2,Com condomínio,0.0,Sem garagem,0,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/ultimas-unidades-2quartos-ate-100-financiado-1085564684,Apartamentos,1,72309300.0,QR 321,3,-15.896158968539169, -48.11739441518057,QR 321- Samambaia Sul- Apartamentos
1408,164900.0,Norte,1,Com condomínio,344.0,Com garagem,1,30.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-1-quarto-qn-408-samambaia-com-garagem-aceita-financiamento-e-fgts-1110386508,Apartamentos,1,72318586.0,QN 408 Conjunto F Comércio,3,-15.862810942571167, -48.079925793846854,QR 408- Samambaia Norte- Apartamentos
1054,240000.0,Sul,3,Com condomínio,0.0,Com garagem,2,130.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-3-quartos-para-venda-samambaia-sul-qr-514-1097037019,Casas,2,72314105.0,QR 514 Conjunto 5,3,-15.880057896558048, -48.06552155840925,QR 514- Samambaia Sul- Casas
2593,168000.0,Sul,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-otima-localizacao-1101544657,,,,,3,,,
108,280000.0,Norte,3,Com condomínio,0.0,Com garagem,3,100.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-casa-samambaia-norte-com-3-quartos-1116609763,Casas,1,72331104.0,QR 603 Conjunto 4,3,-15.86530977672352, -48.09867253348901,QR 603- Samambaia Norte- Casas
87,235000.0,Sul,2,Com condomínio,0.0,Com garagem,1,48.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-em-samambaia-samambaia-sul-2-dormitorios-1-banheiro-1-vaga-1097032244,Apartamentos,1,72300530.0,Quadra 301,3,,,Quadra 301- Samambaia Sul- Apartamentos
2030,450000.0,Sul,4,Sem condomínio,0.0,Com garagem,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-sobrado-casa-1117602887,Casas,3,72312108.0,QR 506 Conjunto 8,3,-15.883518401146691, -48.07572232782848,QR 506- Samambaia Sul- Casas
489,299900.0,Sul,2,Sem condomínio,0.0,Com garagem,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-514-samambaia-sul-excelente-casa-2-quartos-localizacao-privilegiada-ac-financiamento-1100283045,Casas,1,72314107.0,QR 514 Conjunto 7,3,-15.880057896558048, -48.06552155840925,QR 514- Samambaia Sul- Casas
1161,340000.0,Norte,2,Com condomínio,350.0,Sem garagem,0,55.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/dois-quartos-residencial-palmeiras-samambaia-1100914191,Apartamentos,1,72320300.0,QI 416,3,-15.855954181583032, -48.06950116272218,QI 416- Samambaia Norte- Apartamentos
2808,212000.0,Sul,2,Com condomínio,0.0,Com garagem,1,42.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2qrts-com-melhores-condicoes-no-df-1099892694,,,,,3,,,
1805,163500.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/sua-vida-merece-um-stories-aqui-1023292839,Apartamentos,1,72321012.0,QR 407 Conjunto 12,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
1620,495000.0,Sul,3,Com condomínio,0.0,Com garagem,5,317.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-com-317-metros-quadrados-com-3-quartos-em-samambaia-sul-brasilia-df-1102465453,,,,,3,,,
2138,165000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-ate-100-financiado-1093176326,Apartamentos,1,72321012.0,QR 407 Conjunto 12,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
1485,180000.0,Norte,2,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-2-quartos-samambaia-norte-1096333260,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
648,330000.0,Norte,5,Com condomínio,0.0,Com garagem,3,171.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-tem-171-metros-quadrados-com-5-quartos-em-samambaia-norte-brasilia-df-1118268186,Casas,2,72319000.0,QR 401,3,-15.869261345322371, -48.09402396752223,QR 401- Samambaia Norte- Casas
1251,370000.0,Norte,3,Sem condomínio,0.0,Com garagem,2,128.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-3-quartos-qr-208-samambaia-norte-1113422442,Casas,2,72316122.0,QR 208 Conjunto 21,1,-15.866979173793517, -48.077716734438376,QR 208- Samambaia Norte- Casas
644,360000.0,Norte,2,Com condomínio,0.0,Com garagem,1,57.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/lindo-apartamento-2-qts-samambaia-norte-1096324538,Apartamentos,2,72318500.0,QN 402,3,-15.86787945426569, -48.0877750569753,QR 402- Samambaia Norte- Apartamentos
1639,320000.0,Sul,2,Com condomínio,0.0,Com garagem,1,61.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-samambaia-sul-desocupado-1101086170,Apartamentos,2,72300533.0,Quadra 301 Conjunto 2,3,,,Quadra 301- Samambaia Sul- Apartamentos
357,309435.0,Sul,2,Com condomínio,0.0,Com garagem,1,53.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-em-brasilia-samambaia-sul-samambaia-2-dormitorios-1-suite-2-b-949826494,Apartamentos,2,72304053.0,QN 120 Conjunto 3,3,-15.866467705125428, -48.06214192392817,QR 120- Samambaia Sul- Apartamentos
2213,169000.0,Norte,2,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/ate-100-financiado-veja-como-conseguir-prestacao-baixa-1073443524,Apartamentos,1,72321007.0,QR 407 Conjunto 7,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
1250,135000.0,Norte,1,Com condomínio,315.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-1-quarto-em-samambaia-com-armarios-moveis-planejados-1073190763,Apartamentos,1,72318586.0,QN 408 Conjunto F Comércio,3,-15.862810942571167, -48.079925793846854,QR 408- Samambaia Norte- Apartamentos
322,80000.0,Norte,1,Com condomínio,180.0,Sem garagem,0,25.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/sala-comercial-samambaia-financia-1118655626,Casas,1,72318592.0,QS 408 Conjunto B Comércio,2,-15.860769284461055, -48.08115716155888,QR 408- Samambaia Norte- Casas
751,85000.0,Norte,2,Com condomínio,0.0,Com garagem,1,60.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-residencial-em-brasilia-df-samambaia-norte-samambaia-1103042897,Apartamentos,1,72322704.0,QR 614 Conjunto 4,3,-15.85281492934229, -48.07376479162934,QR 614- Samambaia Norte- Apartamentos
193,130000.0,Sul,2,Com condomínio,250.0,Sem garagem,0,47.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-samambaia-106-sul-1112078037,Apartamentos,1,72302151.0,QN 106 Conjunto 1,3,-15.873270913201631, -48.079253147221706,QR 106- Samambaia Sul- Apartamentos
1842,315000.0,Norte,2,Com condomínio,0.0,Com garagem,2,128.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-na-qr-410-a-venda-1049995408,Casas,1,72320000.0,QR 410,2,-15.8591555086571, -48.07781388393629,QR 410- Samambaia Norte- Casas
2709,94500.0,Sul,3,Sem condomínio,0.0,Com garagem,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-excelente-casa-toda-reformada-de-3-quartos-com-localizacao-privilegiada-confira-1111389209,Casas,2,72311808.0,QR 505 Conjunto 7,3,-15.8906866013751, -48.09376624204893,QR 505- Samambaia Sul- Casas
2894,212000.0,Sul,2,Com condomínio,0.0,Com garagem,1,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-tem-44-metros-com-2-quartos-1096338116,,,,,3,,,
428,212000.0,Sul,2,Com condomínio,0.0,Com garagem,1,42.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2quartos-padrao-em-samambaia-sul-1098966161,,,,,3,,,
531,220000.0,Norte,2,Com condomínio,0.0,Com garagem,3,112.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-205-casa-de-2-quartos-na-samambaia-norte-excelente-localizacao-so-r-220-000-00-1115651672,Casas,2,72341201.0,QR 205 Conjunto 1,3,-15.877221489273946, -48.09722524415772,QR 205- Samambaia Norte- Casas
935,58000.0,Norte,4,Com condomínio,0.0,Com garagem,2,126.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-427-so-58-000-agio-nao-exijo-transferencia-sobrado-04-qts-02-lajes-samambaia-norte-1108118347,Casas,3,72327100.0,QR 427,3,-15.89191944671329, -48.13729111147043,QR 427- Samambaia Norte- Casas
356,270000.0,Norte,3,Com condomínio,0.0,Com garagem,2,112.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-a-venda-de-112m-na-samambaia-norte-1062023685,Casas,2,72329120.0,QR 431 Conjunto 18,3,-15.893673743048726, -48.14385309685865,QR 431- Samambaia Norte- Casas
306,190000.0,Sul,3,Com condomínio,0.0,Com garagem,2,250.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-casa-na-samambaia-sul-1096360869,Casas,1,72312602.0,QR 510 Conjunto 2,3,-15.88193830368694, -48.07073800075385,QR 510- Samambaia Sul- Casas
1115,177000.0,Norte,1,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-33-metros-quadrados-com-1-quarto-em-samambaia-norte-brasilia-1109699727,Apartamentos,1,72321505.0,QN 407 Conjunto E Comércio,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
2037,162800.0,Norte,2,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/veja-as-facilidades-pelo-programa-casa-verde-e-amarela-renda-media-2-mil-1018639408,Apartamentos,1,72321009.0,QR 407 Conjunto 9,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
1700,365000.0,Norte,3,Sem condomínio,0.0,Com garagem,3,150.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-3-quartos-em-samambaia-norte-1097023903,Casas,1,72318206.0,QR 406 Conjunto 6,2,-15.863100158437765, -48.083494849813604,QR 406- Samambaia Norte- Casas
2219,70000.0,Sul,1,Sem condomínio,0.0,Sem garagem,0,30.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-apartamento-de-1-quarto-parcelas-de-506-00-1115976380,,,,,3,,,
2341,212000.0,Sul,2,Com condomínio,0.0,Com garagem,1,42.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-pronto-1093383678,Apartamentos,1,72310000.0,QN 320,3,-15.874505597460054, -48.06054300742409,QR 320- Samambaia Sul- Apartamentos
2289,320000.0,Norte,2,Com condomínio,0.0,Com garagem,2,130.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/otima-casa-a-venda-na-qr-404-casa-toda-na-laje-estuda-troca-por-apartamento-de-menor-valor-1018977821,Casas,1,72318100.0,QR 404,2,-15.86494717304739, -48.08639348082362,QR 404- Samambaia Norte- Casas
2148,168000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-otima-oportunidade-para-sair-do-aluguel-1102966075,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
1187,89900.0,Norte,2,Sem condomínio,0.0,Com garagem,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-na-qr-410-samambaia-norte-2-quartos-garagem-para-2-carros-casa-de-fundo-1114239931,Casas,,72320000.0,QR 410,2,-15.8591555086571, -48.07781388393629,QR 410- Samambaia Norte- Casas
2271,70000.0,Sul,2,Sem condomínio,0.0,Com garagem,1,47.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-com-vaga-de-garagem-area-de-lazer-em-otima-localizacao-1054476074,Apartamentos,1,72305500.0,QS 303,3,-15.882072521898367, -48.09155373078865,QR 303- Samambaia Sul- Apartamentos
1310,330000.0,Norte,3,Sem condomínio,0.0,Com garagem,2,200.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-3-quartos-para-venda-samambaia-norte-samambaia-brasilia-1112664365,Casas,2,72318217.0,QR 406 Conjunto 16,2,-15.863100158437765, -48.083494849813604,QR 406- Samambaia Norte- Casas
2309,209000.0,Sul,2,Com condomínio,0.0,Com garagem,1,42.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-com-prestacoes-que-cabem-no-seu-bolso-1087579742,Apartamentos,1,72310000.0,QN 320,3,-15.874505597460054, -48.06054300742409,QR 320- Samambaia Sul- Apartamentos
270,330000.0,Norte,5,Com condomínio,0.0,Com garagem,3,171.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-a-venda-em-samambaia-norte-qr-401-aceita-financiamento-1104269511,,,,,3,,,
850,180000.0,Norte,1,Com condomínio,0.0,Com garagem,2,150.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-1-quarto-para-venda-nba-qr-602-samambaia-norte-brasilia-1095234611,Casas,1,72322016.0,QR 602 Conjunto 16,3,-15.861913080256768, -48.091971598995464,QR 602- Samambaia Norte- Casas
1436,171000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-tem-33-metros-quadrados-com-2-quartos-em-samambaia-norte-brasilia-1109398346,Apartamentos,1,72321001.0,QR 407 Conjunto 1,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
2495,170000.0,Norte,2,Sem condomínio,0.0,Com garagem,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-qr-429-2qts-escriturada-1113901849,Casas,1,72329007.0,QR 429 Conjunto 7,3,-15.892994122974757, -48.14091306842818,QR 429- Samambaia Norte- Casas
1737,440000.0,Norte,4,Com condomínio,0.0,Com garagem,3,120.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/sobrado-de-4-quartos-na-samambaia-norte-aceita-proposta-aceita-permuta-1088233331,Casas,2,72318011.0,QR 402 Conjunto 11,2,-15.866307259725222, -48.08834855531934,QR 402- Samambaia Norte- Casas
1860,267000.0,Sul,2,Com condomínio,0.0,Com garagem,1,54.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamentos-de-2-quartos-com-e-sem-suite-e-com-varanda-no-centro-urbano-1118462427,Apartamentos,1,72300530.0,Quadra 301,3,,,Quadra 301- Samambaia Sul- Apartamentos
1815,370000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,150.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casas-no-corumba-iv-chacara-com-casa-2q-1s-piscina-lazer-1-500m2-1118619903,,,,,3,,,
2835,212000.0,Sul,2,Com condomínio,0.0,Com garagem,1,42.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-com-melhores-precos-1100223997,,,,,3,,,
2091,209900.0,Sul,2,Com condomínio,0.0,Com garagem,1,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/2-quartos-pronto-com-facilidades-programa-casa-verde-e-amarela-1090922892,Apartamentos,1,72309306.0,QR 321 Conjunto 6,3,-15.896158968539169, -48.11739441518057,QR 321- Samambaia Sul- Apartamentos
2822,300000.0,Sul,2,Sem condomínio,0.0,Com garagem,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-com-2-quartos-e-1-kitnet-1109910047,Casas,1,72312201.0,QN 508 Conjunto 1,3,-15.883179859217234, -48.073295831342946,QR 508- Samambaia Sul- Casas
2333,370000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,150.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/chacara-no-lago-corumba-4-com-piscina-e-casa-2q-1s-lazer-e-tranquilidade-1-500m2-1115203530,,,,,3,,,
2884,168000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-ate-47-mil-de-subsidio-pelo-programa-casa-verde-e-amarela-1097205199,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
2405,230000.0,Norte,2,Com condomínio,380.0,Com garagem,1,47.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/oportunidade-so-230-mil-apartamento-dois-quartos-semi-suite-tudo-com-armario-planejado-1114611956,Apartamentos,1,72331509.0,QS 601 Conjunto I Comércio,3,-15.86498246497334, -48.0961597443023,QR 601- Samambaia Norte- Apartamentos
1346,90000.0,Norte,2,Com condomínio,260.0,Com garagem,1,48.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-2-quartos-em-samambaia-1061176063,Apartamentos,1,72321520.0,QN 409,3,-15.875483241716069, -48.10555950870533,QR 409- Samambaia Norte- Apartamentos
2361,155000.0,Norte,2,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-ate-100-financiado-ganhe-ate-47-mil-de-subsidio-1061890502,Apartamentos,1,72321008.0,QR 407 Conjunto 8,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
2337,116850.0,Sul,2,Com condomínio,0.0,Com garagem,2,300.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/terrenos-a-venda-100-legalizados-parcelado-no-boleto-para-moradia-e-comercio-em-valpara-1079732596,Casas,1,72302052.0,QN 104 Conjunto 2,3,-15.87411524884355, -48.081998606510666,QR 104- Samambaia Sul- Casas
1711,310000.0,Sul,2,Com condomínio,350.0,Com garagem,1,54.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/residencial-golden-green-apartamento-2-quartos-sendo-uma-suite-54m-qd-302-samambaia-sul-1070324757,Apartamentos,2,72300653.0,Quadra 302 Conjunto 12,3,,,Quadra 302- Samambaia Sul- Apartamentos
372,299999.0,Sul,5,Com condomínio,0.0,Sem garagem,0,193.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-110-samambaia-sul-lote-esquina-193-m-com-03-residencias-excelente-local-so-r-299-999-1115817024,Casas,3,72302300.0,QR 110,1,-15.87134611859877, -48.074266769002605,QR 110- Samambaia Sul- Casas
2591,176000.0,Norte,1,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/ap-1-ou-2-quartos-muitas-facilidades-pela-construtora-e-programa-casa-verde-e-amarela-1112670384,Apartamentos,1,72321005.0,QR 407 Conjunto 5,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
635,70000.0,Norte,4,Com condomínio,0.0,Com garagem,1,112.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-na-qr-425-na-samambaia-norte-1068528886,Casas,2,72327000.0,QR 425,3,-15.886719306891207, -48.12779199022573,QR 425- Samambaia Norte- Casas
2053,212000.0,Sul,2,Com condomínio,0.0,Com garagem,1,42.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-pelo-programa-casa-verde-e-amarela-1102941359,,,,,3,,,
1004,245000.0,Sul,4,Com condomínio,0.0,Sem garagem,0,150.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-318-otima-esquina-com-4-moradia-na-laje-escriturada-em-samambaia-sul-brasilia-df-1115965408,Casas,4,72308812.0,QR 318 Conjunto 11,2,-15.873146297009486, -48.062629516874,QR 318- Samambaia Sul- Casas
35,350000.0,Norte,4,Com condomínio,0.0,Com garagem,2,150.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/samambaia-casa-padrao-samambaia-norte-samambaia-1070218520,Casas,2,72318114.0,QR 404 Conjunto 13,2,-15.86494717304739, -48.08639348082362,QR 404- Samambaia Norte- Casas
706,270000.0,Norte,2,Sem condomínio,0.0,Com garagem,1,56.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-c-varanda-56m-perto-do-metro-c-lazer-em-samambaia-sul-1092524058,Apartamentos,1,72341100.0,QR 203,3,-15.875859755334085, -48.09319603509419,QR 203- Samambaia Norte- Apartamentos
2611,171000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-otima-localizacao-1112478704,Apartamentos,1,72321005.0,QR 407 Conjunto 5,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
1450,163000.0,Sul,2,Com condomínio,0.0,Sem garagem,0,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-possui-44-metros-quadrados-com-2-quartos-em-samambaia-sul-brasili-1084765055,Apartamentos,1,72309300.0,QR 321,3,-15.896158968539169, -48.11739441518057,QR 321- Samambaia Sul- Apartamentos
388,1199999.0,Norte,3,Com condomínio,0.0,Com garagem,5,349.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/brasilia-apartamento-padrao-samambaia-norte-samambaia-1068251955,Apartamentos,1,72318206.0,QR 406 Conjunto 6,2,-15.864429527293499, -48.08242791463846,QR 406- Samambaia Norte- Apartamentos
103,160000.0,Norte,1,Com condomínio,0.0,Com garagem,4,170.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/imovel-na-samambaia-norte-qr-429-1081870944,Casas,3,72329003.0,QR 429 Conjunto 3,3,-15.892994122974757, -48.14091306842818,QR 429- Samambaia Norte- Casas
1397,135000.0,Norte,3,Sem condomínio,0.0,Com garagem,3,216.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-casa-qr-425-samambaia-norte-1110641547,Casas,2,72327000.0,QR 425,3,-15.886719306891207, -48.12779199022573,QR 425- Samambaia Norte- Casas
2414,162990.0,Norte,2,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/ap-pode-ser-1-ou-2-quartos-lazer-completo-financiado-pela-construtora-caixa-e-casa-verde-1046928693,Apartamentos,1,72321008.0,QR 407 Conjunto 8,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
1603,272000.0,Sul,2,Com condomínio,0.0,Com garagem,1,55.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-residencial-em-brasilia-df-samambaia-sul-samambaia-1096419261,Apartamentos,2,72311500.0,QS 501,3,-15.885865743653508, -48.08919442364523,QR 501- Samambaia Sul- Apartamentos
964,171000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-samambaia-norte-1116214346,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
2652,50000.0,Sul,1,Com condomínio,350.0,Sem garagem,0,34.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-apartamento-1112068819,Apartamentos,1,72311600.0,QR 503,3,-15.88721951164377, -48.091522091967526,QR 503- Samambaia Sul- Apartamentos
1933,244900.0,Sul,3,Com condomínio,0.0,Com garagem,3,150.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/atencao-urgente-vendo-excelente-casa-3quartos-150m-ac-financiamento-s-sul-confira-1118140846,Casas,1,72315100.0,QR 515,3,-15.893833867742408, -48.107498734595225,QR 515- Samambaia Sul- Casas
521,119900.0,Sul,3,Com condomínio,0.0,Com garagem,3,80.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-de-casa-em-samambaia-prestacao-r-680-00-1051279621,Casas,2,72315200.0,QR 517,3,-15.895345148718699, -48.11025205094176,QR 517- Samambaia Sul- Casas
2598,64900.0,Sul,2,Sem condomínio,0.0,Sem garagem,0,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-agio-qn-106-so-64-900-1112613367,Apartamentos,1,72302151.0,QN 106 Conjunto 1,3,-15.873270913201631, -48.079253147221706,QR 106- Samambaia Sul- Apartamentos
1224,449537.0,Sul,5,Com condomínio,0.0,Com garagem,3,140.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/sobrado-para-venda-tem-140-metros-quadrados-com-5-quartos-em-samambaia-sul-brasilia-df-1113575199,Casas,3,72304203.0,QR 122 Conjunto 3,1,-15.866898466576371, -48.05842229184415,QR 122- Samambaia Sul- Casas
62,315000.0,Norte,3,Com condomínio,0.0,Com garagem,3,120.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-em-samambaia-com-3-quartos-sendo-uma-suite-otima-vizinhanca-brasilia-d-1046341980,Casas,2,72318300.0,QR 408,2,-15.860769284461055, -48.08115716155888,QR 408- Samambaia Norte- Casas
1194,235000.0,Sul,2,Com condomínio,0.0,Com garagem,1,51.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-02-quartos-harmonia-qs-502-samambaia-sul-1020533081,,,,,3,,,
2628,250000.0,Sul,2,Com condomínio,350.0,Com garagem,1,48.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/residecial-vila-bela-andar-alto-e-vista-livre-1091205324,,,,,3,,,
1697,220000.0,Norte,3,Sem condomínio,0.0,Com garagem,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-com-3-quartos-casa-de-fundo-samambaia-norte-1039145676,Casas,2,72323015.0,QR 415 Conjunto 15,3,-15.879952682070021, -48.11373162729978,QR 415- Samambaia Norte- Casas
2506,204890.0,Sul,2,Com condomínio,0.0,Com garagem,1,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/ap-2-quartos-itbi-e-registro-gratis-emtrada-facilitada-1071632575,Apartamentos,1,72309305.0,QR 321 Conjunto 5,3,-15.896158968539169, -48.11739441518057,QR 321- Samambaia Sul- Apartamentos
