,house_price,house_region,n_bedrooms,has_condominium,value_condominium,has_garage,n_garage,house_size,house_hyperlink,house_category,n_bathrooms,zip_code,street_address,metro_distance,latitude,longitude,all_together
2834,209000.0,Sul,2,Com condomínio,0.0,Com garagem,1,42.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-pronto-para-morar-1089628275,Apartamentos,1,72310000.0,QN 320,3,-15.874505597460054, -48.06054300742409,QR 320- Samambaia Sul- Apartamentos
1135,272000.0,Norte,5,Com condomínio,0.0,Com garagem,2,237.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-com-5-dormitorios-a-venda-237-m-qr-633-conj-2b-samambaia-norte-df-1107113778,Casas,2,72335204.0,QR 633 Conjunto 2-B,3,-15.891161681847912, -48.148105079874156,QR 633- Samambaia Norte- Casas
2110,210000.0,Norte,2,Com condomínio,366.0,Com garagem,1,50.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-apartamento-aceita-financiamento-e-fgts-1029211455,Apartamentos,1,72321100.0,QR 409,3,-15.875483241716069, -48.10555950870533,QR 409- Samambaia Norte- Apartamentos
534,64990.0,Sul,3,Sem condomínio,0.0,Com garagem,3,153.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-sem-transferencia-casa-3-quartos-suite-lote-150-m-samambaia-sul-1109943541,Casas,2,72303204.0,QR 127 Conjunto 4,3,-15.895217431639853, -48.12776885630337,QR 127- Samambaia Sul- Casas
2532,220000.0,Norte,2,Com condomínio,0.0,Com garagem,3,65.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-a-venda-1113387119,Casas,1,72316220.0,QR 210 Conjunto 19,1,-15.865980136247062, -48.074856779742994,QR 210- Samambaia Norte- Casas
1738,267000.0,Sul,2,Com condomínio,0.0,Com garagem,1,54.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-possui-54-metros-quadrados-com-2-quartos-em-samambaia-sul-brasili-1088180957,Apartamentos,2,72300531.0,Quadra 301 Conjunto 1,3,,,Quadra 301- Samambaia Sul- Apartamentos
2275,220000.0,Norte,2,Com condomínio,410.0,Com garagem,1,65.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qn-210-excelente-apt-02-qts-proximo-a-estacao-do-metro-mercado-caique-e-feira-permanent-1042408456,Apartamentos,1,72316524.0,QN 210 Conjunto D Comércio,1,-15.863758482999485, -48.07577624519392,QR 210- Samambaia Norte- Apartamentos
1779,450000.0,Norte,4,Com condomínio,0.0,Com garagem,2,184.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/sobrado-para-venda-tem-184-metros-quadrados-com-4-quartos-em-samambaia-norte-brasilia-1038045064,Casas,2,72319010.0,QR 401 Conjunto 10,3,-15.869261345322371, -48.09402396752223,QR 401- Samambaia Norte- Casas
1782,70000.0,Sul,3,Com condomínio,0.0,Com garagem,3,86.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-de-casa-com-3-quartos-em-samambaia-sul-brasilia-df-1033504336,Casas,1,72307306.0,QR 313 Conjunto 6,3,-15.890086644152207, -48.10608774579253,QR 313- Samambaia Sul- Casas
74,810000.0,Sul,3,Com condomínio,0.0,Com garagem,3,120.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-oportunidade-de-casa-na-samambaia-sul-qr-122-1011407351,Casas,3,72304208.0,QR 122 Conjunto 8,1,-15.866898466576371, -48.05842229184415,QR 122- Samambaia Sul- Casas
2755,171000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-qrts-com-oportunidade-unica-1110861029,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
37,257000.0,Sul,2,Com condomínio,316.0,Sem garagem,0,52.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/samambaia-sul-apartamento-02-quartos-1023522196,Apartamentos,1,72308526.0,QS 316 Conjunto 6 Comércio,2,-15.872934485864539, -48.0646370380746,QR 316- Samambaia Sul- Apartamentos
2020,280000.0,Sul,3,Com condomínio,0.0,Com garagem,5,60.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/otima-localizacao-casa-simples-para-venda-996513463,Casas,1,72310101.0,QR 320 Conjunto 1,2,-15.872823165009999, -48.06078870487059,QR 320- Samambaia Sul- Casas
1789,170000.0,Sul,1,Com condomínio,268.0,Com garagem,1,32.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-312-32m-1-quarto-vaga-coberta-1082977557,Apartamentos,1,72308100.0,QR 312,2,-15.876737115665238, -48.06993093234583,QR 312- Samambaia Sul- Apartamentos
1454,115000.0,Sul,2,Sem condomínio,0.0,Com garagem,1,57.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-apartamento-2-quartos-suite-vaga-de-garagem-moveis-planejados-qs-307-samambaia-sul-1108543724,Apartamentos,2,72305400.0,QN 307,3,-15.885092179524374, -48.09829122824255,QR 307- Samambaia Sul- Apartamentos
1644,700000.0,Sul,2,Sem condomínio,0.0,Com garagem,1,150.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-casa-qr-120-cj-01-samambaia-sul-02-qtos-suite-1101007183,Casas,2,72304001.0,QR 120 Conjunto 1,1,-15.867649385377758, -48.06217117362418,QR 120- Samambaia Sul- Casas
146,170000.0,Norte,3,Com condomínio,300.0,Com garagem,2,150.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vende-se-agio-samambaia-norte-412-1089940476,Casas,1,72320109.0,QR 412 Conjunto 8,2,-15.858449911503671, -48.07489680265195,QR 412- Samambaia Norte- Casas
1484,78900.0,Sul,3,Sem condomínio,0.0,Com garagem,1,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-di-fiori-samambaia-norte-1107519509,Apartamentos,2,72306408.0,QN 308 Conjunto 8,3,-15.878436310255644, -48.07479242022789,QR 308- Samambaia Sul- Apartamentos
2658,171000.0,Norte,2,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/ganhe-subsidio-e-tenha-desconto-na-compra-ate-100-financiado-1104641844,Apartamentos,1,72321005.0,QR 407 Conjunto 5,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
2472,370000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,150.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/chacara-no-lago-corumba-4-com-piscina-e-casa-2q-1s-lazer-e-tranquilidade-1-500m2-1114081558,,,,,3,,,
2024,310000.0,Norte,2,Com condomínio,0.0,Com garagem,2,112.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-410-casa-de-2-quartos-1-kit-nos-fundos-aceita-financiamento-so-r-300-000-00-1112893367,Casas,1,72320000.0,QR 410,2,-15.8591555086571, -48.07781388393629,QR 410- Samambaia Norte- Casas
2442,185000.0,Sul,1,Sem condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-lindo-apto-de-1-quarto-com-armarios-planejados-nascente-e-lazer-completo-1114353888,Apartamentos,1,72310011.0,QN 320 Conjunto 11,3,-15.874505597460054, -48.06054300742409,QR 320- Samambaia Sul- Apartamentos
1211,330000.0,Norte,5,Com condomínio,0.0,Com garagem,3,171.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-tem-171-metros-quadrados-com-5-quartos-em-samambaia-norte-brasilia-df-1113796570,Casas,2,72319000.0,QR 401,3,-15.869261345322371, -48.09402396752223,QR 401- Samambaia Norte- Casas
2594,250000.0,Norte,4,Com condomínio,0.0,Com garagem,4,140.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/sobrado-com-duas-moradias-com-entrada-independente-1018983338,Casas,4,72321103.0,QR 409 Conjunto 3,3,-15.876344180008788, -48.104958015049554,QR 409- Samambaia Norte- Casas
2515,209000.0,Sul,2,Com condomínio,0.0,Com garagem,1,42.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-com-otimos-precos-1087095522,Apartamentos,1,72310000.0,QN 320,3,-15.874505597460054, -48.06054300742409,QR 320- Samambaia Sul- Apartamentos
1189,203990.0,Sul,2,Com condomínio,0.0,Com garagem,1,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-tem-44-metros-quadrados-com-2-quartos-em-samambaia-sul-brasilia-1066428843,Apartamentos,1,72309305.0,QR 321 Conjunto 5,3,-15.896158968539169, -48.11739441518057,QR 321- Samambaia Sul- Apartamentos
156,220000.0,Sul,4,Com condomínio,0.0,Com garagem,1,193.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-samambaia-sul-qr-501-mcimoveis-1022266848,Casas,2,72311300.0,QR 501,3,-15.88764017047797, -48.089020689311106,QR 501- Samambaia Sul- Casas
2618,209000.0,Sul,2,Com condomínio,0.0,Com garagem,1,42.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-com-vaga-de-garagem-vinculada-1085498522,Apartamentos,1,72310000.0,QN 320,3,-15.874505597460054, -48.06054300742409,QR 320- Samambaia Sul- Apartamentos
2310,209000.0,Sul,2,Com condomínio,0.0,Sem garagem,0,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-com-44-metros-quadrados-com-2-quartos-mude-ja-1084752505,Apartamentos,1,72309300.0,QR 321,3,-15.896158968539169, -48.11739441518057,QR 321- Samambaia Sul- Apartamentos
1092,265000.0,Norte,3,Sem condomínio,0.0,Com garagem,2,140.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-otima-casa-de-3qts-ste-qr-206-samambaia-norte-1115406020,,,,,3,,,
43,405000.0,Sul,3,Sem condomínio,0.0,Com garagem,1,90.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/cobertura-em-samambaia-02-03-quartos-lazer-completo-vaga-de-garagem-ac-financiar-fgts-1093815040,Apartamentos,2,72305506.0,QS 303 Conjunto 6 Comércio,3,-15.882072521898367, -48.09155373078865,QR 303- Samambaia Sul- Apartamentos
2539,171000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-excelente-localizacao-1113316202,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
5,330000.0,Norte,2,Com condomínio,500.0,Com garagem,1,60.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/samambaia-norte-apartamento-2-quartos-sendo-1-suite-1118135646,Apartamentos,2,72320300.0,QI 416,3,-15.855954181583032, -48.06950116272218,QI 416- Samambaia Norte- Apartamentos
56,479000.0,Norte,3,Com condomínio,0.0,Com garagem,2,230.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-a-venda-samambaia-norte-qr-410-esquina-1118417501,Casas,1,72320001.0,QR 410 Conjunto 1,2,-15.8591555086571, -48.07781388393629,QR 410- Samambaia Norte- Casas
2757,171000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-otimos-precos-1110842411,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
1005,495000.0,Norte,5,Com condomínio,0.0,Com garagem,2,112.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/otimo-lote-com-03-moradias-sendo-casa-de-2-quartos-2-apartamentos-samambaia-norte-bra-1115953870,Casas,3,72316100.0,QR 208,1,-15.866979173793517, -48.077716734438376,QR 208- Samambaia Norte- Casas
1086,210000.0,Sul,2,Com condomínio,290.0,Com garagem,1,54.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-54-m-por-r-210-000-00-samambaia-sul-samambaia-1115438970,Apartamentos,2,72306501.0,QS 304 Conjunto 1 Comércio,2,-15.879255177780205, -48.08058625789296,QR 304- Samambaia Sul- Apartamentos
526,205000.0,Sul,2,Com condomínio,426.0,Com garagem,1,47.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-a-venda-com-2-dormitorios-na-qs-303-47-m-samambaia-sul-df-1078662836,Apartamentos,1,72305501.0,QS 303 Conjunto 1 Comércio,3,-15.882072521898367, -48.09155373078865,QR 303- Samambaia Sul- Apartamentos
1749,159900.0,Sul,1,Com condomínio,0.0,Com garagem,1,30.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-qs-320-1-quarto-com-garagem-e-lazer-em-samambaia-sul-residencial-imperio-1074301004,Apartamentos,1,72310501.0,QS 320 Conjunto 1 Comércio,2,-15.874505597460054, -48.06054300742409,QR 320- Samambaia Sul- Apartamentos
2183,174000.0,Norte,2,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/prestacao-baixa-renda-a-partir-de-1500-veja-as-facilidades-1069733380,Apartamentos,1,72321003.0,QR 407 Conjunto 3,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
264,190000.0,Sul,3,Sem condomínio,0.0,Com garagem,3,200.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-casa-na-samambaia-1105002093,Casas,2,72314712.0,ADE Conjunto 12,3,-15.882143905944265, -48.063501412766435,ADE Conjunto- Samambaia Sul- Casas
1299,205000.0,Sul,1,Com condomínio,0.0,Com garagem,1,36.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-tem-36-metros-quadrados-com-1-quarto-em-samambaia-sul-brasilia-1112849167,Apartamentos,1,72300530.0,Quadra 301,3,,,Quadra 301- Samambaia Sul- Apartamentos
2807,165000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/1e2-quartos-com-vaga-de-garagem-vinculada-1019196638,Apartamentos,1,72321012.0,QR 407 Conjunto 12,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
2281,204500.0,Sul,2,Com condomínio,0.0,Com garagem,1,44.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/ap-pronto-falta-ap3nas-o-habite-se-documentacao-gratis-entrada-facilitada-1067088230,Apartamentos,1,72309307.0,QR 321 Conjunto 7,3,-15.896158968539169, -48.11739441518057,QR 321- Samambaia Sul- Apartamentos
911,153455.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-possui-33-metros-quadrados-com-2-quartos-em-samambaia-norte-brasi-1056455561,,,,,3,,,
2244,310000.0,Norte,2,Com condomínio,0.0,Com garagem,2,112.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-410-casa-de-2-quartos-1-kit-nos-fundos-aceita-financiamento-so-r-300-000-00-1115645099,Casas,1,72320000.0,QR 410,2,-15.8591555086571, -48.07781388393629,QR 410- Samambaia Norte- Casas
933,370000.0,Norte,4,Com condomínio,0.0,Com garagem,3,200.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/sobrado-para-venda-ou-troca-possui-200m-com-4-quartos-1-suite-em-samambaia-norte-bras-1082169095,Casas,3,72316013.0,QR 206 Conjunto 13,1,-15.868219059688109, -48.08074115350348,QR 206- Samambaia Norte- Casas
2708,171000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-pelo-programa-casa-verde-e-amarela-1111390178,Apartamentos,1,72321003.0,QR 407 Conjunto 3,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
488,100000.0,Sul,2,Com condomínio,140.0,Sem garagem,0,40.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/oportunidade-ap-proximo-ao-metro-samambaia-sul-314-1100283200,Apartamentos,1,72308300.0,QR 314,2,-15.873544637849974, -48.06795949904651,QR 314- Samambaia Sul- Apartamentos
2713,171000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-facilidades-na-compra-1111370889,Apartamentos,1,72321006.0,QR 407 Conjunto 6,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
1003,230000.0,Sul,2,Com condomínio,0.0,Com garagem,1,52.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-52-m-por-r-230-000-00-samambaia-sul-samambaia-1020297819,,,,,3,,,
347,160000.0,Sul,2,Com condomínio,200.0,Sem garagem,0,43.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/brasilia-apartamento-padrao-samambaia-sul-samambaia-1106072784,Apartamentos,1,72302151.0,QN 106 Conjunto 1,3,-15.873270913201631, -48.079253147221706,QR 106- Samambaia Sul- Apartamentos
566,430000.0,Norte,5,Com condomínio,0.0,Sem garagem,0,220.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-com-220-metros-quadrados-com-5-quartos-em-samambaia-norte-brasilia-df-1047546833,Casas,3,72341201.0,QR 205 Conjunto 1,3,-15.877221489273946, -48.09722524415772,QR 205- Samambaia Norte- Casas
1305,80001.0,Sul,1,Com condomínio,260.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-1-quarto-samambaia-1059035849,Apartamentos,1,72302202.0,QR 108 Conjunto 2,1,-15.870769824111989, -48.077487324960856,QR 108- Samambaia Sul- Apartamentos
2000,490000.0,Sul,3,Sem condomínio,0.0,Com garagem,3,230.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/sobrado-top-terraco-gurmet-1116331921,Casas,4,72310109.0,QR 320 Conjunto 9,2,-15.872823165009999, -48.06078870487059,QR 320- Samambaia Sul- Casas
67,180000.0,Sul,2,Sem condomínio,0.0,Com garagem,1,80.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-samambaia-sul-1117935410,Apartamentos,1,72309310.0,,3,,,
2300,509900.0,Sul,3,Com condomínio,0.0,Com garagem,1,78.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/oportunidade-unica-lindo-apto-alto-padrao-3quartos-c-suite-78m-via-solare-confira-1115332306,,,,,3,,,
734,300000.0,Norte,3,Com condomínio,0.0,Com garagem,2,110.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-com-3-quartos-na-qr406-em-samambaia-norte-brasilia-df-1079440642,Casas,1,72318200.0,QR 406,2,-15.863100158437765, -48.083494849813604,QR 406- Samambaia Norte- Casas
1548,290000.0,Sul,4,Com condomínio,0.0,Com garagem,4,250.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-com-250-metros-quadrados-com-4-quartos-em-samambaia-sul-brasilia-df-1105716854,,,,,3,,,
1571,135000.0,Norte,2,Com condomínio,0.0,Com garagem,5,42.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-em-samambaia-apenas-r-135-mil-aceita-financiamento-1105050111,Apartamentos,1,72322500.0,QS 602,3,-15.862544525189197, -48.09143683974839,QR 602- Samambaia Norte- Apartamentos
144,200000.0,Sul,3,Sem condomínio,0.0,Com garagem,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-a-venda-samambaia-sul-501-barata-1114970224,Casas,2,72311300.0,QR 501,3,-15.88764017047797, -48.089020689311106,QR 501- Samambaia Sul- Casas
1116,260000.0,Sul,4,Com condomínio,0.0,Com garagem,3,200.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/brazil-imobiliaria-vende-boa-casa-na-quadra-303-de-samambaia-toda-reformada-1018768842,Casas,3,72305115.0,QR 303 Conjunto 14,3,-15.882882754918217, -48.09284656730632,QR 303- Samambaia Sul- Casas
1047,69000.0,Norte,2,Com condomínio,435.0,Com garagem,1,45.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/prestacao-891-00-agio-apartamento-02-quartos-residencial-olympic-qs-421-samambaia-n-1109571569,Apartamentos,1,72325552.0,QS 421 Conjunto B Comércio,3,-15.885333361721543, -48.121331660618026,QR 421- Samambaia Norte- Apartamentos
1101,128000.0,Norte,2,Com condomínio,0.0,Sem garagem,0,45.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-212-apartamento-de-45-m-com-2-quartos-em-samambaia-norte-valor-so-r-128-000-00-1115324725,Apartamentos,1,72316300.0,QR 212,1,-15.86377344649297, -48.07199773554532,QR 212- Samambaia Norte- Apartamentos
1392,105000.0,Norte,2,Com condomínio,0.0,Com garagem,3,150.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/qr-827-otima-casa-com-2-quartos-em-samambaia-norte-brasilia-df-1110817019,Casas,1,72339118.0,QR 827 Conjunto 3,3,-15.884189308889953, -48.145141754082715,QR 827- Samambaia Norte- Casas
1625,330000.0,Norte,5,Com condomínio,0.0,Com garagem,3,171.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-tem-171-metros-quadrados-com-5-quartos-em-samambaia-norte-brasilia-df-1102351430,,,,,3,,,
598,153800.0,Norte,2,Com condomínio,0.0,Sem garagem,0,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-1e2-quartos-com-melhores-precos-da-regiao-de-samambaia-1063364512,Apartamentos,1,72321009.0,QR 407 Conjunto 9,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
2858,95000.0,Norte,2,Com condomínio,300.0,Com garagem,1,57.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/excelente-agio-na-qs-409-residencial-encanto-com-varanda-1057627305,Apartamentos,1,72321105.0,QR 409 Conjunto 5,3,-15.875483241716069, -48.10555950870533,QR 409- Samambaia Norte- Apartamentos
1511,149000.0,Norte,3,Com condomínio,0.0,Com garagem,1,112.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-para-venda-com-112-metros-quadrados-com-3-quartos-em-samambaia-norte-brasilia-df-1107021992,,,,,3,,,
2065,168000.0,Norte,2,Com condomínio,0.0,Com garagem,1,33.0,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-1e2-quartos-com-subsidio-de-ate-47mil-1103006638,Apartamentos,1,72321000.0,QR 407,3,-15.876050241346821, -48.10125828557616,QR 407- Samambaia Norte- Apartamentos
