,house_category,n_bathrooms,CEP,Logradouro
1247,Casas,5 ou mais,72315100,QR 515
1248,Casas,5 ou mais,72315100,QR 515
1249,,,,
1250,Apartamentos,1,72318586,QN 408 Conjunto F Comércio
1251,Casas,2,72316122,QR 208 Conjunto 21
1252,Casas,1,72308800,
1253,Casas,2,72331300,QR 607
1254,Casas,2,72313700,QR 511
1255,Apartamentos,1,72300530,Quadra 301
1256,Apartamentos,1,72321006,QR 407 Conjunto 6
1257,Apartamentos,1,72321000,QR 407
1258,Apartamentos,1,72308000,QN 312
1259,Casas,2,72319000,QR 401
1260,Casas,1,72314300,QR 516
1261,Casas,1,72345200,QR 223
1262,Casas,3,72331200,QR 605
1263,Apartamentos,2,72320300,QI 416
1264,Casas,4,72321300,QR 413
1265,Apartamentos,1,72322700,QR 614
1266,Apartamentos,5 ou mais,72338697,QN 831 Conjunto 2
1267,Casas,1,72325200,QR 423
1268,Apartamentos,1,72321012,QR 407 Conjunto 12
1269,Casas,1,72318000,QR 402
1270,Apartamentos,1,72321005,QR 407 Conjunto 5
1271,Apartamentos,1,72309301,QR 321 Conjunto 1
1272,Apartamentos,1,72305506,QS 303 Conjunto 6 Comércio
1273,Apartamentos,1,72321000,QR 407
1274,,,,
1275,Casas,1,72320540,QN 412
1276,Apartamentos,1,72320201,QR 414 Conjunto 1
1277,Apartamentos,1,72309307,QR 321 Conjunto 7
1278,Casas,5 ou mais,72319019,QR 401 Conjunto 19
1279,Apartamentos,1,72321006,QR 407 Conjunto 6
1280,Apartamentos,2,72300531,Quadra 301 Conjunto 1
1281,,,,
1282,Casas,2,72316100,QR 208
1283,Casas,2,72318002,QR 402 Conjunto 2
1284,Casas,1,72307310,QR 313 Conjunto 10
1285,Casas,1,72307310,QR 313 Conjunto 10
1286,Casas,5 ou mais,72315100,QR 515
1287,Casas,3,72302052,QN 104 Conjunto 2
1288,Casas,5 ou mais,72315100,QR 515
1289,Apartamentos,0,72302804,QR 118 Conjunto 3-A
1290,Casas,4,72312603,
1291,Apartamentos,1,72310010,QN 320 Conjunto 10
1292,Apartamentos,1,72310000,QN 320
1293,Casas,2,72331300,QR 607
1294,Apartamentos,1,72309303,QR 321 Conjunto 3
1295,Casas,1,72308800,QR 318
1296,Casas,,72321100,QR 409
1297,Casas,2,72313700,QR 511
1298,Casas,2,72319000,QR 401
1299,Apartamentos,1,72300530,Quadra 301
1300,Apartamentos,1,72308000,QN 312
1301,Casas,1,72345200,QR 223
1302,Casas,1,72314300,QR 516
1303,Casas,3,72331200,QR 605
1304,Casas,4,72321300,QR 413
1305,Apartamentos,1,72302202,QR 108 Conjunto 2
1306,Apartamentos,1,72309300,QR 321
1307,Apartamentos,2,72320540,QN 412
1308,Apartamentos,2,72341001,Quadra 201 Conjunto 1
1309,Apartamentos,2,72341001,Quadra 201 Conjunto 1
1310,Casas,2,72318217,QR 406 Conjunto 16
1311,Apartamentos,1,72321006,QR 407 Conjunto 6
1312,Apartamentos,1,72321012,
1313,Apartamentos,1,72321012,QR 407 Conjunto 12
1314,Casas,5 ou mais,72315100,QR 515
1315,Apartamentos,1,72321006,QR 407 Conjunto 6
1316,,,,
1317,Casas,5 ou mais,72315100,QR 515
1318,Casas,2,72316100,QR 208
1319,Casas,1,72307310,QR 313 Conjunto 10
1320,Casas,1,72307310,QR 313 Conjunto 10
1321,Apartamentos,2,72320300,QI 416
1322,Casas,2,72318002,QR 402 Conjunto 2
1323,Apartamentos,1,72321012,QR 407 Conjunto 12
1324,Apartamentos,1,72316300,QR 212
1325,Casas,1,72308807,QR 318 Conjunto 7
1326,Apartamentos,1,72310000,QN 320
1327,Casas,1,72312800,QR 512
1328,Apartamentos,2,72304103,QN 122 Conjunto 3
1329,Apartamentos,2,72301560,QS 113
1330,Casas,2,72315214,QR 517 Conjunto 14
1331,Apartamentos,2,72300533,Quadra 301 Conjunto 2
1332,Apartamentos,2,72320528,QS 410 Conjunto H Comércio
1333,Casas,1,72333306,QR 623 Conjunto 5
1334,Apartamentos,1,72309300,QR 321
1335,Apartamentos,1,72321000,QR 407
1336,Apartamentos,1,72310700,QR 504
1337,Casas,3,72339118,QR 827 Conjunto 3
1338,Casas,4,72333308,QR 623 Conjunto 6
1339,Casas,2,72316119,QR 208 Conjunto 18
1340,Apartamentos,1,72321001,QR 407 Conjunto 1
1341,Apartamentos,1,72321012,QR 407 Conjunto 12
1342,Apartamentos,1,72320204,QR 414 Conjunto 4
1343,Casas,2,72331102,QR 603 Conjunto 2
1344,Apartamentos,1,72309300,QR 321
1345,Casas,1,72327000,QR 425
1346,Apartamentos,1,72321520,QN 409
1347,Apartamentos,1,72301553,QS 111 Conjunto H
1348,Apartamentos,0,72318327,QR 408 Conjunto 24-A
1349,,,,
1350,Casas,1,72318100,QR 404
1351,Apartamentos,1,72309308,QR 321 Conjunto 8
1352,Apartamentos,1,72309307,QR 321 Conjunto 7
1353,Casas,2,72322500,QS 602
1354,,,,
1355,Apartamentos,1,72309303,QR 321 Conjunto 3
1356,,,,
1357,Apartamentos,1,72300531,Quadra 301 Conjunto 1
1358,Apartamentos,1,72300531,Quadra 301 Conjunto 1
1359,Apartamentos,1,72321009,QR 407 Conjunto 9
1360,Apartamentos,1,72309300,QR 321
1361,Apartamentos,1,72309300,QR 321
1362,Casas,2,72319000,QR 401
1363,Apartamentos,1,72300501,Quadra 101 Conjunto 1
1364,Apartamentos,2,72320300,QI 416
1365,Apartamentos,1,72310004,QN 320 Conjunto 4
1366,Apartamentos,2,72320300,QI 416
1367,Apartamentos,1,72316300,QR 212
1368,Apartamentos,1,72302016,QR 104 Conjunto 15
1369,Apartamentos,1,72309300,QR 321
1370,Apartamentos,1,72308530,QS 318
1371,Apartamentos,1,72322500,
1372,Apartamentos,1,72302151,QN 106 Conjunto 1
1373,Apartamentos,1,72327026,QR 425 Conjunto 25
1374,Apartamentos,3,72318230,QR 406 Conjunto 28
1375,Apartamentos,1,72302802,QR 118 Conjunto 2
1376,Casas,1,72318100,QR 404
1377,Apartamentos,2,72300533,Quadra 301 Conjunto 2
1378,Apartamentos,1,72300531,Quadra 301 Conjunto 1
1379,Apartamentos,1,72321550,QS 411
1380,Apartamentos,1,72309307,QR 321 Conjunto 7
1381,Apartamentos,1,72321007,QR 407 Conjunto 7
1382,Casas,2,72161202,QNL 22 Conjunto B
1383,Casas,1,72311808,QR 505 Conjunto 7
1384,Apartamentos,1,72309300,QR 321
1385,Apartamentos,1,72321000,QR 407
1386,Apartamentos,1,72321012,QR 407 Conjunto 12
1387,Apartamentos,1,72321008,QR 407 Conjunto 8
1388,Apartamentos,1,72322509,QS 602 Conjunto I Comércio
1389,Apartamentos,1,72309201,QN 321 Conjunto A
1390,,,,
1391,Apartamentos,2,72300531,Quadra 301 Conjunto 1
1392,Casas,1,72339118,QR 827 Conjunto 3
1393,Apartamentos,1,72321002,QR 407 Conjunto 2
1394,Apartamentos,1,72321000,QR 407
1395,,,,
1396,Apartamentos,2,72345104,QR 221 Conjunto 4
1397,Casas,2,72327000,QR 425
1398,Apartamentos,1,72318309,QR 408 Conjunto 9
1399,,,,
1400,Casas,3,72321300,QR 413
1401,Apartamentos,1,72329550,QS 431
1402,Casas,1,72322201,QR 606 Conjunto 1
1403,Apartamentos,2,72300531,Quadra 301 Conjunto 1
1404,Apartamentos,2,72300531,Quadra 301 Conjunto 1
1405,Apartamentos,2,72300501,Quadra 101 Conjunto 1
1406,Apartamentos,1,72325552,QS 421 Conjunto B Comércio
1407,Casas,1,72338713,QR 831 Conjunto 3
1408,Apartamentos,1,72318586,QN 408 Conjunto F Comércio
1409,Casas,1,72315116,QR 515 Conjunto 16
1410,Apartamentos,1,72320326,QI 416 Conjunto P
1411,Apartamentos,1,72309300,QR 321
1412,Apartamentos,1,72321000,QR 407
1413,Casas,3,72302650,QN 114
1414,Casas,2,72319000,QR 401
1415,,,,
1416,Casas,1,72306502,QS 304 Conjunto 2 Comércio
1417,Apartamentos,1,72310001,QN 320 Conjunto 1
1418,Apartamentos,1,72321012,QR 407 Conjunto 12
1419,Apartamentos,1,72306004,QN 304 Conjunto 4
1420,Apartamentos,1,72309300,QR 321
1421,,,,
1422,Apartamentos,1,72321530,QS 409
1423,Casas,2,72345105,QR 221 Conjunto 5
1424,Apartamentos,1,72318504,QN 402 Conjunto D Comércio
1425,Apartamentos,1,72321007,QR 407 Conjunto 7
1426,Apartamentos,1,72309300,QR 321
1427,Casas,2,72343101,QR 213 Conjunto 1
1428,,,,
1429,Apartamentos,1,72343003,QR 211 Conjunto 3
1430,Casas,4,72310200,Setor de Mansões Sudeste
1431,Casas,3,72327110,QR 427 Conjunto 10
1432,Casas,2,72325120,QR 421 Conjunto 17
1433,Casas,2,72331011,QR 601 Conjunto 11
1434,,,,
1435,Apartamentos,1,72319000,
1436,Apartamentos,1,72321001,QR 407 Conjunto 1
1437,,,,
1438,Casas,5 ou mais,72300653,Quadra 302 Conjunto 12
1439,Casas,1,72321001,QR 407 Conjunto 1
1440,,,,
1441,Apartamentos,1,72321000,
1442,Apartamentos,1,72319524,QS 401 Conjunto D Comércio
1443,,,,
1444,Apartamentos,1,72310000,QN 320
1445,Apartamentos,1,72321000,QR 407
1446,,,,
1447,,,,
1448,,,,
1449,Apartamentos,1,72325550,QS 421
1450,Apartamentos,1,72309300,QR 321
1451,,,,
1452,Apartamentos,1,72329554,QS 431 Conjunto D Comércio
1453,,,,
1454,Apartamentos,2,72305400,QN 307
1455,,,,
1456,Apartamentos,2,72305401,QN 307 Conjunto 1
1457,Apartamentos,1,72314530,QS 518
1458,,,,
1459,,,,
1460,Casas,2,72322204,QR 606 Conjunto 4
1461,Apartamentos,1,72311702,QN 505 Conjunto 2
1462,Casas,1,72325200,QR 423
1463,,,,
1464,Apartamentos,1,72300601,Quadra 102 Conjunto 1
1465,Apartamentos,2,72300543,Quadra 301 Conjunto 7
1466,Casas,3,72323108,QR 417 Conjunto 8
1467,,,,
1468,,,,
1469,Apartamentos,1,72310000,QN 320
1470,Apartamentos,2,72300531,Quadra 301 Conjunto 1
1471,,,,
1472,,,,
1473,Apartamentos,1,72309300,QR 321
1474,Apartamentos,1,72321000,QR 407
1475,Apartamentos,1,72321000,QR 407
1476,Apartamentos,1,72321000,QR 407
1477,Casas,3,72320108,QR 412 Conjunto 7
1478,,,,
1479,,,,
1480,Apartamentos,1,72318317,QR 408 Conjunto 15-A
1481,Apartamentos,1,72322570,QN 614
1482,Casas,1,72325210,QR 423 Conjunto 9
1483,Apartamentos,1,72310000,QN 320
1484,Apartamentos,2,72306408,QN 308 Conjunto 8
1485,Apartamentos,1,72321000,QR 407
1486,Casas,1,72312109,QR 506 Conjunto 9
1487,,,,
1488,,,,
1489,,,,
1490,Apartamentos,1,72314405,QR 518 Conjunto 3-A
1491,,,,
1492,,,,
1493,,,,
1494,,,,
1495,,,,
1496,Apartamentos,1,72321000,QR 407
1497,,,,
1498,,,,
1499,Apartamentos,1,72321000,QR 407
1500,,,,
1501,,,,
1502,Apartamentos,1,72321002,QR 407 Conjunto 2
1503,,,,
1504,,,,
1505,,,,
1506,,,,
1507,Apartamentos,1,72305205,QN 305 Conjunto 5
1508,Apartamentos,1,72321000,QR 407
1509,Casas,1,72345104,QR 221 Conjunto 4
1510,,,,
1511,,,,
1512,,,,
1513,,,,
1514,,,,
1515,,,,
1516,,,,
1517,,,,
1518,,,,
1519,,,,
1520,,,,
1521,Casas,3,72308800,QR 318
1522,,,,
1523,Apartamentos,1,72302803,QR 118 Conjunto 3
1524,Apartamentos,1,72300635,
1525,Apartamentos,1,72309300,QR 321
1526,Casas,2,72322204,QR 606 Conjunto 4
1527,Apartamentos,2,72304020,QR 120 Conjunto 10A
1528,Apartamentos,2,72304052,QN 120 Conjunto 2
1529,Apartamentos,1,72309300,QR 321
1530,Apartamentos,1,72309300,QR 321
1531,,,,
1532,,,,
1533,,,,
1534,Apartamentos,1,72309300,QR 321
1535,,,,
1536,,,,
1537,Apartamentos,1,72320546,QN 412 Conjunto F Comércio
1538,Apartamentos,,72316108,QR 208 Conjunto 7-A
1539,,,,
1540,,,,
1541,,,,
1542,,,,
1543,,,,
1544,,,,
1545,,,,
1546,,,,
1547,,,,
1548,,,,
1549,,,,
1550,Casas,2,72316200,QR 210
1551,Apartamentos,1,72310000,QN 320
1552,Apartamentos,1,72319527,QS 401 Conjunto G Comércio
1553,Apartamentos,1,72304502,QS 120 Conjunto 2
1554,Apartamentos,2,72304006,QR 120 Conjunto 6
1555,Apartamentos,1,72302522,QS 108 Conjunto 2 Comércio
1556,,,,
1557,,,,
1558,,,,
1559,,,,
1560,,,,
1561,,,,
1562,,,,
1563,,,,
1564,,,,
1565,,,,
1566,,,,
1567,Apartamentos,2,72306408,QN 308 Conjunto 8
1568,Apartamentos,,72318504,QN 402 Conjunto D Comércio
1569,,,,
1570,,,,
1571,Apartamentos,1,72322500,QS 602
1572,,,,
1573,,,,
1574,Apartamentos,1,72306408,QN 308 Conjunto 8
1575,Apartamentos,1,72309300,QR 321
1576,,,,
1577,,,,
1578,Apartamentos,1,72310000,QN 320
1579,Apartamentos,1,72309300,QR 321
1580,Casas,4,72321002,QR 407 Conjunto 2
1581,Apartamentos,1,72308525,QS 316 Conjunto 5 Comércio
1582,Apartamentos,1,72318327,QR 408 Conjunto 24-A
1583,Apartamentos,1,72302151,QN 106 Conjunto 1
1584,Casas,2,72311802,QR 505 Conjunto 2
1585,Apartamentos,1,72325550,QS 421
1586,Apartamentos,1,72318504,QN 402 Conjunto D Comércio
1587,Apartamentos,1,72316020,QR 206 Conjunto 20
1588,,,,
1589,Casas,2,72329554,QS 431 Conjunto D Comércio
1590,,,,
1591,Apartamentos,1,72320124,QR 412 Conjunto 21
1592,,,,
1593,,,,
1594,,,,
1595,,,,
1596,,,,
1597,,,,
1598,Casas,1,72302409,QR 112 Conjunto 8
1599,,,,
1600,,,,
1601,Casas,2,72316059,QR 202 Conjunto 9
1602,Casas,1,72307607,QR 315 Conjunto 7
1603,Apartamentos,2,72311500,QS 501
1604,Casas,2,72322400,QR 610
1605,Apartamentos,2,72300545,Quadra 301 Conjunto 8
1606,,,,
1607,Apartamentos,1,72318500,QN 402
1608,Apartamentos,1,72305500,QS 303
1609,Casas,3,72316027,QR 206 Conjunto 27
1610,Apartamentos,1,72305501,QS 303 Conjunto 1 Comércio
1611,Casas,3,72316027,QR 206 Conjunto 27
1612,Casas,2,72303201,QR 127 Conjunto 1
1613,Apartamentos,2,72320326,QI 416 Conjunto P
1614,Apartamentos,2,72310509,QS 320 Conjunto 9 Comércio
1615,Apartamentos,1,72310004,QN 320 Conjunto 4
1616,Apartamentos,1,72300533,Quadra 301 Conjunto 2
1617,Apartamentos,2,72320300,QI 416
1618,Apartamentos,2,72310500,QS 320
1619,,,,
1620,,,,
1621,,,,
1622,,,,
1623,Casas,2,72315107,QR 515 Conjunto 7
1624,Apartamentos,1,72300530,Quadra 301
1625,,,,
1626,,,,
1627,,,,
1628,,,,
1629,,,,
1630,Apartamentos,1,72315581,QS 519 Conjunto A Comércio
1631,Apartamentos,2,72320301,QI 416 Conjunto 1
1632,Apartamentos,1,72308105,QR 312 Conjunto 4-A
1633,Apartamentos,0,72300531,Quadra 301 Conjunto 1
1634,Casas,1,72308105,QR 312 Conjunto 4-A
1635,Apartamentos,2,72304020,QR 120 Conjunto 10A
1636,Apartamentos,1,72305506,QS 303 Conjunto 6 Comércio
1637,Casas,2,72320000,QR 410
1638,Apartamentos,2,72316042,Quadra 202 Conjunto 2
1639,Apartamentos,2,72300533,Quadra 301 Conjunto 2
1640,Casas,4,72315001,QR 513 Conjunto 1
1641,Apartamentos,1,72302513,QS 106 Conjunto 3 Comércio
1642,Casas,3,72316002,QR 206 Conjunto 2
1643,Apartamentos,1,72320302,QI 416 Conjunto 2
1644,Casas,2,72304001,QR 120 Conjunto 1
1645,Casas,2,72320016,QR 410 Conjunto 14
1646,Casas,1,72309300,QR 321
1647,Casas,2,72329021,QR 429 Conjunto 21
1648,Apartamentos,1,72315581,QS 519 Conjunto A Comércio
1649,Apartamentos,2,72300533,Quadra 301 Conjunto 2
1650,Casas,3,72316300,QR 212
1651,Apartamentos,1,72303508,QS 123 Conjunto H
1652,Casas,2,72318000,QR 402
1653,Casas,1,72304200,QR 122
1654,Casas,2,72302408,
1655,Apartamentos,2,72300505,Quadra 101 Conjunto 3
1656,Apartamentos,2,72320302,QI 416 Conjunto 2
1657,Apartamentos,1,72302206,QR 108 Conjunto 6
1658,Apartamentos,1,72318581,QN 408 Conjunto A Comércio
1659,Apartamentos,1,72318580,QN 408
1660,Casas,1,72307310,QR 313 Conjunto 10
1661,Apartamentos,1,72305503,QS 303 Conjunto 3 Comércio
1662,Apartamentos,1,72313004,QN 507 Conjunto 4
1663,Apartamentos,1,72327100,QR 427
1664,Casas,1,72318000,QR 402
1665,Casas,1,72301604,QR 113 Conjunto 4
1666,Apartamentos,1,72308000,QN 312
1667,Casas,1,72319000,QR 401
1668,Apartamentos,2,72300505,Quadra 101 Conjunto 3
1669,Apartamentos,,72316200,QR 210
1670,Apartamentos,1,72305530,QS 309
1671,Casas,2,72318000,QR 402
1672,Casas,1,72318111,QR 404 Conjunto 10
1673,Casas,1,72319000,QR 401
1674,Casas,4,72315500,QN 513
1675,Apartamentos,1,72300530,Quadra 301
1676,Apartamentos,1,72302700,QR 116
1677,Casas,2,72305600,QR 307
1678,Casas,2,72341207,QR 205 Conjunto 7
1679,Casas,2,72318104,QR 404 Conjunto 4
1680,Apartamentos,1,72318590,QS 408
1681,Casas,1,72318113,QR 404 Conjunto 12
1682,Apartamentos,1,72325217,QR 423 Conjunto 15
1683,Apartamentos,2,72320100,QR 412
1684,Casas,2,72329120,QR 431 Conjunto 18
1685,Apartamentos,2,72305111,QR 303 Conjunto 10-A
1686,Apartamentos,1,72341104,QR 203 Conjunto 4
1687,Casas,2,72318219,QR 406 Conjunto 18
1688,Casas,4,72304200,QR 122
1689,Apartamentos,2,72318327,QR 408 Conjunto 24-A
1690,Casas,1,72339126,QR 827 Conjunto 11
1691,Casas,2,72331150,QR 603 Chácara 39 Condomínio Vida Nova
1692,Apartamentos,2,72300507,Quadra 101 Conjunto 4
1693,Apartamentos,2,72300603,Quadra 102 Conjunto 2
1694,Casas,1,72305312,QR 305 Conjunto 11
1695,Casas,2,72341205,QR 205 Conjunto 5
1696,Casas,1,72329204,QR 433 Conjunto 3
1697,Casas,2,72323015,QR 415 Conjunto 15
1698,Apartamentos,2,72322570,QN 614
1699,Casas,2,72321203,QR 411 Conjunto 3
1700,Casas,1,72318206,QR 406 Conjunto 6
1701,Apartamentos,1,72300647,Quadra 302 Conjunto 9
1702,Casas,1,72327550,QS 427
1703,Apartamentos,2,72318577,QS 406 Conjunto G Comércio
1704,Apartamentos,2,72300505,Quadra 101 Conjunto 3
1705,Apartamentos,2,72310309,QN 502 Conjunto 9
1706,Apartamentos,2,72318404,
1707,Casas,1,72327001,QR 425 Conjunto 1
1708,Apartamentos,1,72318570,QS 406
1709,Casas,2,72341010,EQ 201/401
1710,Apartamentos,1,72320018,QR 410 Conjunto 15-A
1711,Apartamentos,2,72300653,Quadra 302 Conjunto 12
1712,Casas,3,72309600,QR 323
1713,Casas,2,72321102,QR 409 Conjunto 2
1714,Apartamentos,1,72321510,QS 407
1715,Apartamentos,2,72331509,QS 601 Conjunto I Comércio
1716,Casas,1,72315300,QR 519
1717,,,,
1718,,,,
1719,,,,
1720,Apartamentos,1,72300647,Quadra 302 Conjunto 9
1721,,,,
1722,Apartamentos,1,72318200,QR 406
1723,,,,
1724,,,,
1725,Casas,3,72316100,QR 208
1726,,,,
1727,Casas,2,72314300,QR 516
1728,Casas,3,72310400,QR 502
1729,Casas,2,72312800,QR 512
1730,Casas,4,72327102,QR 427 Conjunto 2
1731,Casas,2,72318024,QR 402 Conjunto 23
1732,Casas,2,72341101,QR 203 Conjunto 1
1733,Casas,4,72315114,QR 515 Conjunto 14
1734,Casas,5 ou mais,72325100,QR 421
1735,Casas,1,72318206,QR 406 Conjunto 6
1736,Casas,1,72331800,QR 615
1737,Casas,2,72318011,QR 402 Conjunto 11
1738,Apartamentos,2,72300531,Quadra 301 Conjunto 1
1739,Apartamentos,1,72302548,QS 112 Conjunto 8 Comércio
1740,Apartamentos,1,72320114,QR 412 Conjunto 12-A
1741,Casas,2,72341101,QR 203 Conjunto 1
1742,Casas,2,72329201,QR 433 Conjunto 1
1743,Casas,3,72302400,QR 112
1744,Casas,1,72325580,QS 423
1745,,,,
1746,Casas,3,72319000,QR 401
1747,Apartamentos,1,72322570,QN 614
1748,Apartamentos,1,72313000,QN 507
1749,Apartamentos,1,72310501,QS 320 Conjunto 1 Comércio
1750,Apartamentos,1,72304051,QN 120 Conjunto 1
1751,Apartamentos,1,72318580,QN 408
1752,Apartamentos,1,72308007,QN 312 Conjunto 7
1753,Casas,2,72341110,QR 203 Conjunto 10
1754,Casas,2,72331600,
1755,Apartamentos,1,72321556,QS 411 Conjunto F
1756,Apartamentos,1,72341304,QR 207 Conjunto 4
1757,Casas,3,72312803,QR 512 Conjunto 3
1758,Casas,3,72312803,QR 512 Conjunto 3
1759,Apartamentos,2,72320320,QI 416 Conjunto J
1760,,,,
1761,Casas,1,72313713,QR 511 Conjunto 13
1762,Apartamentos,1,72325552,QS 421 Conjunto B Comércio
1763,Apartamentos,2,72322572,QN 614 Conjunto B
1764,Apartamentos,1,72321000,QR 407
1765,Apartamentos,2,72318327,QR 408 Conjunto 24-A
1766,Casas,4,72320123,QR 412 Conjunto 20
1767,Casas,2,72331100,QR 603
1768,Casas,1,72327020,QR 425 Conjunto 20
1769,Casas,2,72314320,QR 516 Conjunto 17
1770,Casas,4,72325520,QS 419
1771,Apartamentos,2,72300653,Quadra 302 Conjunto 12
1772,Apartamentos,1,72318503,QN 402 Conjunto C Comércio
1773,Apartamentos,1,72305800,QR 309
1774,Casas,5 ou mais,72314100,QR 514
1775,Casas,3,72305600,QR 307
1776,Casas,2,72314307,
1777,Casas,2,72310700,QR 504
1778,Casas,2,72319200,QR 405
1779,Casas,2,72319010,QR 401 Conjunto 10
1780,Apartamentos,2,72301560,QS 113
1781,Casas,3,72331100,QR 603
1782,Casas,1,72307306,QR 313 Conjunto 6
1783,Apartamentos,1,72311300,QR 501
1784,Casas,3,72341103,QR 203 Conjunto 3
1785,Apartamentos,2,72320528,QS 410 Conjunto H Comércio
1786,Apartamentos,1,72319100,QR 403
1787,Apartamentos,1,72321556,QS 411 Conjunto F
1788,Apartamentos,1,72305502,QS 303 Conjunto 2 Comércio
1789,Apartamentos,1,72308100,QR 312
1790,Apartamentos,1,72321006,QR 407 Conjunto 6
1791,Apartamentos,1,72321007,QR 407 Conjunto 7
1792,Casas,1,72322500,QS 602
1793,Casas,1,72304104,QN 122 Conjunto 4
1794,Casas,3,72321316,QR 413 Conjunto 13-A
1795,Apartamentos,1,72304052,QN 120 Conjunto 2
1796,Casas,2,72320000,QR 410
1797,Casas,4,72341100,QR 203
1798,Apartamentos,1,72321003,QR 407 Conjunto 3
1799,Apartamentos,2,72320302,QI 416 Conjunto 2
1800,Apartamentos,1,72309303,QR 321 Conjunto 3
1801,Apartamentos,2,72325580,QS 423
1802,Casas,1,72400000,
1803,Apartamentos,1,72318230,QR 406 Conjunto 28
1804,Casas,2,72302013,QR 104 Conjunto 12
1805,Apartamentos,1,72321012,QR 407 Conjunto 12
1806,Apartamentos,1,72309303,QR 321 Conjunto 3
1807,Apartamentos,1,72321009,QR 407 Conjunto 9
1808,Casas,2,72322607,QR 612 Conjunto 7
1809,,,,
1810,Apartamentos,1,72325550,QS 421
1811,,,,
1812,,,,
1813,Apartamentos,1,72341104,QR 203 Conjunto 4
1814,Apartamentos,2,72320101,QR 412 Conjunto 1
1815,,,,
1816,,,,
1817,,,,
1818,,,,
1819,,,,
1820,,,,
1821,,,,
1822,,,,
1823,,,,
1824,Apartamentos,1,72300531,Quadra 301 Conjunto 1
1825,,,,
1826,Apartamentos,1,72321008,QR 407 Conjunto 8
1827,Apartamentos,1,72321000,QR 407
1828,,,,
1829,,,,
1830,Casas,0,72311310,QR 501 Conjunto 10
1831,,,,
1832,Apartamentos,1,72302851,QN 118 Conjunto 1
1833,,,,
1834,Apartamentos,1,72321004,QR 407 Conjunto 4
1835,Apartamentos,1,72305000,QN 303
1836,Apartamentos,2,72316042,Quadra 202 Conjunto 2
1837,Casas,2,72331808,QR 615 Conjunto 7
1838,Casas,2,72308605,QR 316 Conjunto 5
1839,Casas,2,72318024,QR 402 Conjunto 23
1840,Apartamentos,1,72327521,QS 425 Conjunto A Comércio
1841,Casas,2,72316081,QR 204 Conjunto 1
1842,Casas,1,72320000,QR 410
1843,Casas,2,72329200,QR 433
1844,Apartamentos,1,72309303,QR 321 Conjunto 3
1845,Apartamentos,1,72309303,QR 321 Conjunto 3
1846,Apartamentos,1,72310000,QN 320
1847,Apartamentos,1,72304051,QN 120 Conjunto 1
1848,Apartamentos,2,72305506,QS 303 Conjunto 6 Comércio
1849,Apartamentos,2,72302116,QR 106 Conjunto 15-A
1850,Casas,2,72316000,QR 206
1851,Apartamentos,1,72329554,QS 431 Conjunto D Comércio
1852,Casas,1,72329100,QR 431
1853,Apartamentos,1,72309309,QR 321 Conjunto 9
1854,Casas,4,72322002,QR 602 Conjunto 2
1855,Casas,3,72307310,QR 313 Conjunto 10
1856,Apartamentos,2,72302052,
1857,Apartamentos,1,72309302,QR 321 Conjunto 2
1858,Apartamentos,1,72321005,QR 407 Conjunto 5
1859,Casas,2,72320523,QS 410 Conjunto C Comércio
1860,Apartamentos,1,72300530,Quadra 301
1861,Apartamentos,1,72320000,QR 410
1862,Casas,1,72313107,QR 507 Conjunto 7
1863,Apartamentos,3,72320540,QN 412
1864,Casas,1,72307600,QR 315
1865,Apartamentos,1,72310711,QR 504 Conjunto 8
1866,Apartamentos,1,72316510,QN 208
1867,Apartamentos,1,72300530,Quadra 301
1868,Casas,3,72321200,QR 411
1869,Apartamentos,2,72302052,QN 104 Conjunto 2
1870,,,,
1871,Apartamentos,1,72300531,Quadra 301 Conjunto 1
1872,Apartamentos,1,72300545,Quadra 301 Conjunto 8
1873,Casas,3,72308800,QR 318
1874,Casas,2,72320000,QR 410
1875,Apartamentos,2,72316320,
1876,,,,
1877,Casas,1,72314309,QR 516 Conjunto 9
1878,Casas,1,72318000,QR 402
1879,Casas,1,72380000,
1880,Apartamentos,1,72321000,QR 407
1881,Apartamentos,1,72321009,QR 407 Conjunto 9
1882,Casas,3,72321204,QR 411 Conjunto 4
1883,Casas,2,72322206,QR 606 Conjunto 6
1884,Casas,1,72327550,QS 427
1885,,,,
1886,,,,
1887,Casas,2,72301207,QR 107 Conjunto 7
1888,Apartamentos,2,72320540,QN 412
1889,Casas,2,72331802,QR 615 Conjunto 2
1890,Casas,3,72335204,QR 633 Conjunto 2-B
1891,Apartamentos,2,72300499,Quadra 101
1892,Apartamentos,1,72309300,QR 321
1893,Casas,1,72320000,QR 410
1894,Casas,1,72302701,QR 116 Conjunto 1 Comércio
1895,Apartamentos,2,72300543,Quadra 301 Conjunto 7
1896,Apartamentos,1,72310000,QN 320
1897,Apartamentos,1,72305207,QN 305 Conjunto 7
1898,Apartamentos,1,72331000,QR 601
1899,Casas,1,72312300,QR 508
1900,Casas,2,72322211,QR 606 Conjunto 10
1901,Casas,2,72323105,QR 417 Conjunto 5
1902,Casas,2,72319000,QR 401
1903,Apartamentos,1,72321000,QR 407
1904,Apartamentos,1,72321502,QN 407 Conjunto B Comércio
1905,Apartamentos,1,72321001,QR 407 Conjunto 1
1906,Apartamentos,1,72321000,QR 407
1907,Apartamentos,1,72321000,QR 407
1908,,,,
